Dosya,Length,Chroma Stft Mean,Chroma Stft Var,RMS Mean,RMS Var,Spectral Centroid Mean,Spectral Centroid Var,Spectral Bandwidth Mean,Spectral Bandwidth Var,Rolloff Mean,Rolloff Var,Zero Crossing Rate Mean,Zero Crossing Rate Var,Tempo,Music Genre
41 - BEGE - GECELERİN DERDİ.mp3,15.724897959183673,0.4236212,0.08924145,0.24897355,0.031859644,2068.9973274949884,863429.1330701517,2153.0457923224058,302039.9851264231,4203.436873444413,3249197.056202475,0.09017359190634218,0.004350835458919124,123.046875,unknown
41 - BEGE - GECELERİN DERDİ.mp3,15.724897959183673,0.48852807,0.08497742,0.23194125,0.026488349,1466.1443543191883,1037933.6214550628,1691.8754757448878,497240.31078622973,2917.2567451949667,4446343.498854886,0.06112661896202065,0.003373915189456959,123.046875,unknown
41 - BEGE - GECELERİN DERDİ.mp3,15.724897959183673,0.483543,0.07551428,0.18299495,0.011048473,1033.914461529619,1153135.5495459947,1445.8838475349787,600526.331208249,1976.8147426368917,5352506.377201457,0.033290986817846605,0.0016341350237520185,129.19921875,unknown
41 . Tanrım Reva Mı - Semicenk.mp3,14.749297052154194,0.41769192,0.087679245,0.16407846,0.008673146,1005.4075720128636,823904.2672559422,1230.232499605588,561422.2855658265,2097.7775141877946,3739210.2055413797,0.03816654997051887,0.001376903906218788,172.265625,unknown
41 . Tanrım Reva Mı - Semicenk.mp3,14.749297052154194,0.40202674,0.09043732,0.3009616,0.00806558,2282.809348668285,582061.7940618307,2475.5086279424017,183147.96591641998,4926.8036464475235,2554363.7998453043,0.09498145145440251,0.0032037469170468034,86.1328125,unknown
41 . Tanrım Reva Mı - Semicenk.mp3,14.749297052154194,0.39042917,0.088180065,0.28173587,0.009902748,2173.156321168307,395111.6258463848,2443.13442616813,167356.2746335849,4761.7665416789505,2348037.5406557037,0.08904299945951258,0.0022301038652086723,86.1328125,unknown
41 . Tanrım Reva Mı - Semicenk.mp3,14.749297052154194,0.3997527,0.08863181,0.28135785,0.01132778,2231.952360211344,698994.4896075326,2499.4020977356213,230436.99711847867,4889.069755122347,3357906.9375943416,0.08872592374213836,0.003840829878968862,86.1328125,unknown
41 . Tanrım Reva Mı - Semicenk.mp3,14.749297052154194,0.40795738,0.08916672,0.27383006,0.014184409,1693.3707927236424,745262.5695844459,2187.436870337613,439509.0597522981,3730.610512787441,4441075.25399572,0.052842626031839625,0.0015139766236393847,86.1328125,unknown
41 . Tanrım Reva Mı - Semicenk.mp3,14.749297052154194,0.44142926,0.08680626,0.274248,0.013863746,1908.865619806347,751546.6914595074,2403.405716121491,386005.7586567773,4328.190756743809,4752489.17844799,0.05442800461871069,0.0013496404815279395,86.1328125,unknown
41 . Tanrım Reva Mı - Semicenk.mp3,14.749297052154194,0.34069747,0.08553956,0.2065893,0.0041214293,2035.6195387266944,373765.8620191318,2188.3504644401296,169591.54454340256,4188.174150574882,1931608.024195351,0.09695991180227988,0.001821591991572095,112.34714673913044,unknown
41 . Tanrım Reva Mı - Semicenk.mp3,14.749297052154194,0.41595152,0.08373136,0.28039467,0.008449865,2146.915254192326,772370.9849853105,2311.6563676027267,227768.1066147312,4540.374064895342,3112504.555556516,0.0898614079697327,0.0036740258685594063,86.1328125,unknown
41 . Tanrım Reva Mı - Semicenk.mp3,14.749297052154194,0.42579573,0.08583406,0.31349325,0.008023479,2363.676317539118,543688.1534032171,2474.232505504555,141766.41164559903,5060.759807082842,2175315.6997813936,0.09493615492334906,0.002917285166460664,112.34714673913044,unknown
41 . Tanrım Reva Mı - Semicenk.mp3,14.749297052154194,0.4705766,0.08868002,0.2342118,0.021093339,1704.283960860741,937469.3172637603,2137.342957762992,528059.7949142626,3786.5257407134436,5252164.839438991,0.05107836453419811,0.002143949650425185,112.34714673913044,unknown
42 - UZI - CINDY.mp3,11.925668934240363,0.28191537,0.08323907,0.029194806,0.00040797246,1450.7554039779654,138046.94812212233,1258.0128199755568,273684.9061818583,2706.375917664762,1354329.5431163008,0.0924086515077821,0.0003255541318226269,135.99917763157896,unknown
42 - UZI - CINDY.mp3,11.925668934240363,0.305595,0.08685755,0.20235069,0.00953671,1798.4368114475326,721051.9550557623,2073.263075390647,604751.6395976206,3755.700636095574,3933052.653629142,0.07615382569309338,0.0016320727203909847,129.19921875,unknown
42 - UZI - CINDY.mp3,11.925668934240363,0.35630977,0.0914398,0.31079122,0.00784889,2543.0046898873,979289.8657175896,2646.2887569297914,203668.8555084013,5481.980664442485,3589267.273879627,0.1102204675340467,0.005996528279185919,135.99917763157896,unknown
42 - UZI - CINDY.mp3,11.925668934240363,0.36790144,0.09646996,0.28542617,0.012355619,2763.5197066848455,892522.7046285146,2710.580175032277,174771.83737961014,5952.171141628161,2880224.6004986377,0.12428467746838522,0.005097073743153085,135.99917763157896,unknown
42 - UZI - CINDY.mp3,11.925668934240363,0.37327567,0.09913733,0.26849088,0.014740059,2802.140530013831,1174292.9870817706,2643.27000159839,203252.68188440226,5849.951266871352,3127003.1067160694,0.12652279152480544,0.008011214816941543,129.19921875,unknown
42 - UZI - CINDY.mp3,11.925668934240363,0.4020166,0.09280461,0.3190649,0.01232268,2474.4574872979883,669926.438119456,2671.2279460871728,159355.8741258872,5523.936895823201,2781759.0922714104,0.09991241336332685,0.0034286108561530546,129.19921875,unknown
42 - UZI - CINDY.mp3,11.925668934240363,0.35424766,0.0902834,0.23557217,0.004230886,2196.3797934273375,868622.5944590496,2545.8562916417245,268343.4424903423,4694.971415597641,4285085.403286718,0.08718100224951363,0.0035782358430134324,135.99917763157896,unknown
42 - UZI - CINDY.mp3,11.925668934240363,0.4008949,0.08972807,0.31549373,0.010803331,2423.486857215307,871705.6328365244,2661.1304844006268,220056.7443849705,5387.029293075146,3743585.592978726,0.09855111563715953,0.0040292533969577375,135.99917763157896,unknown
42 - UZI - CINDY.mp3,11.925668934240363,0.38519034,0.089840166,0.30036712,0.011544722,2629.613570020643,842615.9576615146,2757.131853924941,184137.00862428427,5889.1844278179715,3277290.341576925,0.11274262068336575,0.005156498259152631,135.99917763157896,unknown
42 - UZI - CINDY.mp3,11.925668934240363,0.35083157,0.087150306,0.1810692,0.02061108,2453.442354348924,1082202.6776803657,2434.652589219395,667787.9347353172,5133.3648087913425,6185796.031871634,0.11679041524805447,0.004230718236970953,99.38401442307692,unknown
42 . Tutun Sen Bana - Yüzyüzeyken Konuşuruz.mp3,16.30734693877551,0.35450625,0.100309454,0.1487824,0.010313113,2634.57667979549,1833176.8993903701,2616.764395298829,264905.1819382814,5428.695101351352,5382491.635182688,0.10701694190078236,0.011625566494874718,161.4990234375,unknown
42 . Tutun Sen Bana - Yüzyüzeyken Konuşuruz.mp3,16.30734693877551,0.3454825,0.09073313,0.21311446,0.0056337463,2157.5556634842146,780685.2940607917,2476.826202384203,224922.88339061048,4682.231146648293,3827373.5847914154,0.0771581614509246,0.00295668805516966,161.4990234375,unknown
42 . Tutun Sen Bana - Yüzyüzeyken Konuşuruz.mp3,16.30734693877551,0.34572974,0.0866371,0.23813371,0.0070631276,1901.8539322263873,688780.0441876473,2251.461888801622,282185.2671873322,4019.7099275982396,3424259.2921133447,0.07346792207503557,0.0016838791194263448,161.4990234375,unknown
42 . Tutun Sen Bana - Yüzyüzeyken Konuşuruz.mp3,16.30734693877551,0.32612637,0.08630698,0.26276174,0.0033447116,1890.4789837276949,269744.8389345856,2378.524294078022,110163.17703140841,4149.782114042497,1930657.1691160046,0.06443645536984353,0.00047797097951363316,161.4990234375,unknown
42 . Tutun Sen Bana - Yüzyüzeyken Konuşuruz.mp3,16.30734693877551,0.33315745,0.093107015,0.22102731,0.005370595,2121.24641106871,822852.4237119551,2471.6308692777643,269474.824469944,4573.06423919808,4421705.93072678,0.07419027271514936,0.00267864345616309,161.4990234375,unknown
42 . Tutun Sen Bana - Yüzyüzeyken Konuşuruz.mp3,16.30734693877551,0.33993784,0.087447196,0.25294706,0.00368409,1931.2351629603893,607209.3844647467,2350.749568850777,232682.54825144412,4122.99578952925,3527722.6299132174,0.06760854707503557,0.0015184627491810095,80.74951171875,unknown
42 . Tutun Sen Bana - Yüzyüzeyken Konuşuruz.mp3,16.30734693877551,0.30711308,0.08760199,0.18877123,0.0027200393,1861.1527277825683,611678.0021486965,2104.533634668071,227149.27138809045,3669.0679037384425,2671265.601966561,0.08030455414295874,0.001992316817503248,161.4990234375,unknown
42 . Tutun Sen Bana - Yüzyüzeyken Konuşuruz.mp3,16.30734693877551,0.3350369,0.08442277,0.24199583,0.0030387312,1700.2750283038076,364722.7781157357,2167.5461098959427,171319.45233499585,3476.662760879712,2181986.289930715,0.063435582992532,0.0008304475375850217,161.4990234375,unknown
42 . Tutun Sen Bana - Yüzyüzeyken Konuşuruz.mp3,16.30734693877551,0.34328115,0.08337838,0.26226267,0.0032140324,1890.7055184380204,321546.1186061192,2351.9672532067125,128774.08204915642,4123.9453333370375,2066483.5585148195,0.06782594683499289,0.0008136317163723374,161.4990234375,unknown
42 . Tutun Sen Bana - Yüzyüzeyken Konuşuruz.mp3,16.30734693877551,0.26033723,0.08577603,0.14632046,0.008972094,1517.5986213762285,682830.1292397369,1878.1048886770297,623062.7073492132,3336.3753208903804,4254098.856270956,0.05665173808677098,0.0011937667892282324,80.74951171875,unknown
43 - Evdeki Saat - Uzunlar - V1.mp3,28.23845804988662,0.37316543,0.087475955,0.13963786,0.010007321,2021.528747957165,417395.5843194567,2239.154910941194,214249.12431388986,4230.805531660846,2047295.483579301,0.08940602210866885,0.0016109723885737001,86.1328125,unknown
43 - Evdeki Saat - Uzunlar - V1.mp3,28.23845804988662,0.37086037,0.091281064,0.16696744,0.007789954,2019.7454211426787,673731.338823622,2562.9450026443947,344096.3911315689,4725.856879429437,4614299.956848785,0.06447358707374692,0.0019456818859554302,86.1328125,unknown
43 - Evdeki Saat - Uzunlar - V1.mp3,28.23845804988662,0.35429993,0.09319567,0.17249262,0.008242165,2607.2039324143807,851551.3474195983,2803.0608348604383,157216.15149757537,5829.7122149753495,3126585.305971703,0.0979515458093673,0.004834320255716464,86.1328125,unknown
43 - Evdeki Saat - Uzunlar - V1.mp3,28.23845804988662,0.40411493,0.09122922,0.17261827,0.010881867,2407.682243370073,485437.06781946484,2519.7709067935757,175825.43825284144,4997.304402635836,1902935.0964783812,0.10599113470624487,0.003258601908670129,172.265625,unknown
43 - Evdeki Saat - Uzunlar - V1.mp3,28.23845804988662,0.38793772,0.083896406,0.18517219,0.008762355,2140.6997455062815,300482.5140497081,2333.6250266998436,175354.56153547837,4430.974082978122,1345444.4828246627,0.09831424609695974,0.0019677815667212,86.1328125,unknown
43 - Evdeki Saat - Uzunlar - V1.mp3,28.23845804988662,0.36428463,0.0951307,0.16600692,0.008610501,2096.069259810832,816492.2060927451,2599.758554530744,296070.94556610193,4840.078401839822,4486959.4979242915,0.07254005751848809,0.004023865306807674,86.1328125,unknown
43 - Evdeki Saat - Uzunlar - V1.mp3,28.23845804988662,0.35929608,0.09508069,0.17331555,0.008145875,2596.240083689122,827738.4205982533,2799.2903318448516,160137.65787274766,5804.233322206245,3130833.587382651,0.09609310805258833,0.004280946381657551,86.1328125,unknown
43 - Evdeki Saat - Uzunlar - V1.mp3,28.23845804988662,0.4036663,0.09022197,0.1718017,0.010965337,2417.243764748105,482962.76943872863,2523.0763498996566,175810.78847743265,5008.053310522802,1904753.1015319307,0.10686137466618735,0.0033696027646728773,172.265625,unknown
43 - Evdeki Saat - Uzunlar - V1.mp3,28.23845804988662,0.45472845,0.08551642,0.17142287,0.009756323,2222.1911445321784,347322.8975157309,2441.9138346534933,145468.50692422804,4657.0992563039235,1389430.6978963031,0.09251705975246508,0.0026862124655457095,172.265625,unknown
43 - Evdeki Saat - Uzunlar - V1.mp3,28.23845804988662,0.48527554,0.078479625,0.04526351,0.002700443,2225.4219677114675,368321.3266553165,2360.6249663343547,131711.72072926574,4627.41811559547,1316446.8193864387,0.09616693200493015,0.0027880225778079584,86.1328125,unknown
43 . AGZI BOZUK - UZI.mp3,12.620045351473923,0.4025741,0.08925039,0.11070591,0.0020291135,1253.8124564555812,1144171.7233689975,1527.309068779655,432008.3348440343,2398.6563289866726,4449008.510839485,0.06403754739200368,0.007799979930124841,161.4990234375,unknown
43 . AGZI BOZUK - UZI.mp3,12.620045351473923,0.38815787,0.08108135,0.13660878,0.00069279736,789.5697483126189,65010.58621724375,1656.7344476109574,65040.910108519965,1347.804350011489,513881.7914680716,0.020483577952665442,0.00019843598495795033,172.265625,unknown
43 . AGZI BOZUK - UZI.mp3,12.620045351473923,0.39008468,0.093059756,0.2457474,0.009935685,3291.637621293023,1384278.889179813,3108.320369132342,222756.35084383306,7097.426874497358,3507974.4983990705,0.1267852783203125,0.007817770943374318,161.4990234375,unknown
43 . AGZI BOZUK - UZI.mp3,12.620045351473923,0.3629122,0.08364765,0.27661347,0.007407688,3325.203600384714,1174570.8637038495,3116.1333421879644,126072.39179792025,7209.644945930032,2206268.8707968257,0.13782187069163604,0.00772231398875403,107.666015625,unknown
43 . AGZI BOZUK - UZI.mp3,12.620045351473923,0.34114966,0.090561315,0.21114814,0.0049833707,3318.1326643297693,1146752.8227288555,3098.717765711993,142714.28779419014,7237.689568014706,2779945.5282616727,0.14871933880974264,0.00843457384905085,161.4990234375,unknown
43 . AGZI BOZUK - UZI.mp3,12.620045351473923,0.3323926,0.09254346,0.22153479,0.007040863,3281.9499855124413,1444008.8664752971,3117.145829631382,158101.12176709357,7274.501845415901,2699879.773832232,0.14224871467141545,0.011749287479908357,161.4990234375,unknown
43 . AGZI BOZUK - UZI.mp3,12.620045351473923,0.34726924,0.08965595,0.29212233,0.0062390603,3086.308755457224,1003268.0893763405,3103.2064675693596,154567.71798835206,6958.490214628332,2429375.5760607626,0.11316276999080882,0.004270367749731434,161.4990234375,unknown
43 . AGZI BOZUK - UZI.mp3,12.620045351473923,0.32143095,0.08839648,0.27781087,0.0070276866,3092.306037641108,1008409.8758454544,3101.833907026692,137139.88882778474,6995.163951200598,2260973.4648949415,0.11335574879365809,0.004609987287134396,161.4990234375,unknown
43 . AGZI BOZUK - UZI.mp3,12.620045351473923,0.40968794,0.09690297,0.23525558,0.013530998,3242.187908599675,1790552.826901466,2955.7892428379673,196365.33990776117,6730.372844022863,3201409.522694047,0.10891095329733456,0.008054466659499647,107.666015625,unknown
43 . AGZI BOZUK - UZI.mp3,12.620045351473923,0.50435716,0.0949138,0.16159207,0.018126912,3112.832003203217,2120136.3280921318,2669.457883876864,325599.468290912,6101.04123283835,4688356.324686219,0.13599261115579045,0.016162040439566476,107.666015625,unknown
44 - yunusemre - imkansız bir aşk denir.mp3,17.60408163265306,0.15973428,0.07806764,0.14504775,0.0005840316,623.373251241885,46359.537552687056,699.6533753332261,95996.85439535549,932.8075785881917,421157.69838796614,0.043584408967391304,4.443203439388569e-05,45.333059210526315,unknown
44 - yunusemre - imkansız bir aşk denir.mp3,17.60408163265306,0.18282817,0.080818914,0.17728293,0.004069929,894.2782136745492,242351.1062742825,1166.937914874223,376596.2911274394,1558.9585134634387,2027231.8765299842,0.04338304924242424,0.00010033231031520119,184.5703125,unknown
44 - yunusemre - imkansız bir aşk denir.mp3,17.60408163265306,0.25700274,0.087362334,0.16241948,0.005504098,1462.1744589990126,889021.5812807542,1904.9453627846526,604469.158428207,2967.454124722085,4870896.915834457,0.052013211256587616,0.0016104001290583212,172.265625,unknown
44 - yunusemre - imkansız bir aşk denir.mp3,17.60408163265306,0.32735518,0.09053555,0.14701855,0.005506258,1834.3647469557006,1383708.1241987394,2320.037943033241,370760.39234248124,3809.7740203495555,6184954.60602861,0.06516528223814229,0.00492155204575924,172.265625,unknown
44 - yunusemre - imkansız bir aşk denir.mp3,17.60408163265306,0.28501186,0.09151405,0.14923619,0.0053134863,1559.3406702663328,967353.7666111127,2057.437887208312,550989.6670618011,3218.036491786067,5492971.634200812,0.05493067564229249,0.002294583046400366,172.265625,unknown
44 - yunusemre - imkansız bir aşk denir.mp3,17.60408163265306,0.20252173,0.08083542,0.18225339,0.0052680247,879.2079006174238,224209.8748837887,1152.9909105481854,350002.0556942549,1541.5674021121542,1814094.6179149651,0.0439845551301054,0.00010684862045641981,184.5703125,unknown
44 - yunusemre - imkansız bir aşk denir.mp3,17.60408163265306,0.29736325,0.08961004,0.15128037,0.0056144744,1775.9687207747797,1199891.0922594054,2280.286898094423,291967.1193091303,3672.347359035326,5310133.162561121,0.05894822031455863,0.0035709075144573247,172.265625,unknown
44 - yunusemre - imkansız bir aşk denir.mp3,17.60408163265306,0.42027453,0.09155995,0.17223887,0.0067163445,1592.358557086922,1040005.0105764975,2235.29525373392,569191.4652802916,3493.145148838933,6474657.826103613,0.04379284523221344,0.0015485688776358728,92.28515625,unknown
44 - yunusemre - imkansız bir aşk denir.mp3,17.60408163265306,0.4130682,0.096302256,0.17329296,0.006695026,1600.8338194338119,774896.2684904998,2285.738705874411,501204.601195505,3609.2655709609685,5756307.253816783,0.041396471508563897,0.0007909529311539071,92.28515625,unknown
44 - yunusemre - imkansız bir aşk denir.mp3,17.60408163265306,0.3498131,0.099864416,0.115026474,0.010989866,1680.3688947925386,1239779.5797502953,2247.7503559155307,644419.3419635966,3628.1461331212945,7965199.644639631,0.042575680377140976,0.0009307940301452126,92.28515625,unknown
44 . Sağlam Kalça - Borqy.mp3,13.411836734693878,0.2868179,0.08567314,0.057588097,0.0007550073,1711.3576722413595,1460969.1482304425,1603.2615842378864,751074.7501682779,3353.3865852751946,5968784.777270364,0.08716918522923875,0.00648184722171624,71.77734375,unknown
44 . Sağlam Kalça - Borqy.mp3,13.411836734693878,0.35738292,0.09323354,0.15982118,0.0037445074,2789.576880440253,790016.2027719124,2703.933131059386,181568.82235195572,5804.762938608348,3394024.756275784,0.11243393841911764,0.0037787680394921748,143.5546875,unknown
44 . Sağlam Kalça - Borqy.mp3,13.411836734693878,0.49158263,0.084708735,0.2517707,0.011472027,2176.2487341799574,922548.8605679902,2488.336911020344,290886.237815459,4689.5441919874565,4619704.075653553,0.08504879433391004,0.003777823764641488,71.77734375,unknown
44 . Sağlam Kalça - Borqy.mp3,13.411836734693878,0.45949304,0.08551391,0.21599786,0.0131141655,1921.9195907328053,862150.6677287318,2213.684309607809,286367.62129273784,3906.953826165117,3939098.9806681387,0.07857104238754326,0.0027933465876548284,143.5546875,unknown
44 . Sağlam Kalça - Borqy.mp3,13.411836734693878,0.46096534,0.087084405,0.23597807,0.01579482,2292.8861836103465,1294923.5825907714,2439.798410231446,500878.83628879295,4753.082043076882,5415310.712223207,0.10515871674956748,0.006175040363047958,95.703125,unknown
44 . Sağlam Kalça - Borqy.mp3,13.411836734693878,0.49110624,0.08360552,0.24544728,0.01392935,2139.352921484277,855722.6017212368,2331.4062950534167,308250.9179568492,4487.214042901168,3617863.320605488,0.08984797388624567,0.003433296406866112,143.5546875,unknown
44 . Sağlam Kalça - Borqy.mp3,13.411836734693878,0.41522703,0.095019996,0.19508068,0.015644519,2121.0368890369123,807502.8110976296,2225.78453843903,325112.4625527635,4323.367974832397,3256086.528489542,0.09588559688581315,0.004674258644719774,143.5546875,unknown
44 . Sağlam Kalça - Borqy.mp3,13.411836734693878,0.47305283,0.085846595,0.237644,0.011993206,2252.6991286527677,880887.2907878853,2525.8311242158456,261977.93006899353,4851.0432154249565,4332340.319851583,0.08785852346453288,0.0031982645863604395,143.5546875,unknown
44 . Sağlam Kalça - Borqy.mp3,13.411836734693878,0.46120995,0.08749263,0.2151022,0.014494588,2071.7065298624607,972024.5776091443,2325.181285257873,356939.34794187074,4343.690400965073,4561453.091812072,0.082106435175173,0.0030241917144252974,143.5546875,unknown
44 . Sağlam Kalça - Borqy.mp3,13.411836734693878,0.5053767,0.08412468,0.1940254,0.022144856,1400.526090120159,1009188.5820947158,1822.7497270998629,532087.2137285258,2933.2842236159167,5283832.654328233,0.04980637705449827,0.0018201336287625455,143.5546875,unknown
45 - Duman - Dibine Kadar.mp3,22.85528344671202,0.2925626,0.09621706,0.039406907,0.00032614204,1375.6683507840537,636076.7486368788,1875.7179573161093,428765.894850252,2631.8820887531724,3056948.385857179,0.048009696224619286,0.0018395403773264476,135.99917763157896,unknown
45 - Duman - Dibine Kadar.mp3,22.85528344671202,0.32884032,0.093699485,0.15685001,0.012696407,2050.0738819816056,663291.5478881092,2308.619904633155,276102.5480544781,4308.531611873414,3529030.7489532144,0.0837102434961929,0.002302019374385135,143.5546875,unknown
45 - Duman - Dibine Kadar.mp3,22.85528344671202,0.35842016,0.0937236,0.27469948,0.0030087065,2618.1974395092066,103478.4272741723,2750.125932495102,20029.134399505176,5929.183876308693,399749.79361544043,0.10309525697969543,0.0008325823539834736,143.5546875,unknown
45 - Duman - Dibine Kadar.mp3,22.85528344671202,0.36711317,0.08334401,0.19352649,0.0030753224,2215.2657335952076,381253.388803401,2541.696350612652,190111.21447748083,4961.76373631821,2482367.1621747487,0.08892617782360406,0.0012782345261913273,143.5546875,unknown
45 - Duman - Dibine Kadar.mp3,22.85528344671202,0.35588485,0.08673833,0.18579563,0.0016701551,2130.5547786112347,197888.5652489443,2536.727036726333,120673.54003714245,4655.095946026332,1795323.7555717858,0.08448058772208122,0.0007106794899736014,69.83741554054055,unknown
45 - Duman - Dibine Kadar.mp3,22.85528344671202,0.35063985,0.08850751,0.18271548,0.0023930492,2048.0599105278466,397790.07534659654,2530.896028937819,165929.0426475001,4642.372774230647,2274961.023420535,0.06437083597715736,0.0010312002986495221,135.99917763157896,unknown
45 - Duman - Dibine Kadar.mp3,22.85528344671202,0.35692662,0.09141629,0.23304966,0.0052140276,2393.425089865067,190899.07122254325,2682.7412167494454,51111.32883031907,5477.205221882931,851033.0514873889,0.08787426633883248,0.0008722842391774724,143.5546875,unknown
45 - Duman - Dibine Kadar.mp3,22.85528344671202,0.38121444,0.092899814,0.27219343,0.003450936,2601.247910356987,96178.23997980845,2706.7865250821305,20505.22144907733,5838.89745102316,396342.64367211034,0.1047643361357868,0.0007730254084052303,143.5546875,unknown
45 - Duman - Dibine Kadar.mp3,22.85528344671202,0.5010881,0.07401565,0.2621598,0.0021228017,2750.8980268004752,114140.73875456423,2710.391456840615,40822.30825325777,5980.087494051396,675512.201756354,0.12861575983502538,0.0008598311600029866,143.5546875,unknown
45 - Duman - Dibine Kadar.mp3,22.85528344671202,0.46938643,0.082694374,0.2440009,0.006337234,2022.4459893759497,663387.5305042514,2083.8427271259015,501777.0999654672,4149.5684783470815,3192987.8513510707,0.09508347874365482,0.0017794680971987373,143.5546875,unknown
45 . Al Aramızdan - KÖFN.mp3,17.143265306122448,0.34481415,0.0902725,0.13325085,0.0063205236,2291.2454592202516,1435606.2834975338,2500.1587420287015,368389.2504161477,4830.8969046008115,5745296.2768156305,0.1003209838041272,0.00791355057153301,95.703125,unknown
45 . Al Aramızdan - KÖFN.mp3,17.143265306122448,0.34082434,0.096004084,0.19791779,0.0069551286,2542.454146285019,506122.55548262905,2790.628793394857,99966.70560042509,5936.913897316897,2248657.884592105,0.09333506004736129,0.0024593332389596526,95.703125,unknown
45 . Al Aramızdan - KÖFN.mp3,17.143265306122448,0.35245654,0.095832735,0.22667862,0.010252847,2246.126541820561,1240952.0764319694,2536.92123147485,328022.58842481097,4826.657282064022,5724073.658391779,0.08351129059539919,0.005581464200983769,92.28515625,unknown
45 . Al Aramızdan - KÖFN.mp3,17.143265306122448,0.3733344,0.08454465,0.25743055,0.005370291,2277.9481090710287,756345.6713345465,2624.548748363845,221183.2766478321,5157.376978232832,3554153.4684796757,0.07530565481224628,0.0029220352834757467,95.703125,unknown
45 . Al Aramızdan - KÖFN.mp3,17.143265306122448,0.3324214,0.08542549,0.235914,0.0073002586,2408.993982261852,723452.4051417566,2592.456039025046,181523.54804885242,5281.331303122885,2862028.4638122846,0.09422969172868742,0.005681310445695376,184.5703125,unknown
45 . Al Aramızdan - KÖFN.mp3,17.143265306122448,0.38032553,0.09805485,0.2369269,0.010725178,2333.5644800355317,890008.8689443282,2693.1950377800845,188520.0834053482,5265.246961952385,4234968.787809647,0.07698920098951285,0.0034637658960454663,95.703125,unknown
45 . Al Aramızdan - KÖFN.mp3,17.143265306122448,0.35471162,0.099539585,0.2268954,0.007845525,2555.0974170969685,862752.007139847,2767.830958870281,167800.82817170734,5773.550022729195,3513063.2055725083,0.08774196020805142,0.0038205833639162546,95.703125,unknown
45 . Al Aramızdan - KÖFN.mp3,17.143265306122448,0.367111,0.09297266,0.24797738,0.0062189978,2773.517431045422,889892.3739428829,2876.7169628173674,165139.54352132874,6287.272807161282,2851138.558098109,0.09639359036705007,0.00474033668452253,92.28515625,unknown
45 . Al Aramızdan - KÖFN.mp3,17.143265306122448,0.35370532,0.07663695,0.24788876,0.00392034,2336.977335649491,309484.36418353976,2597.9944222002728,142380.0715457365,5287.6543140540425,2028721.025449008,0.08672311083389715,0.0008687011544067193,95.703125,unknown
45 . Al Aramızdan - KÖFN.mp3,17.143265306122448,0.2962482,0.07727591,0.1809061,0.013455578,1817.9188340060773,527895.3327102727,2073.721752130707,413942.28238919436,3819.7687833009136,3720825.8133423924,0.07439780848274695,0.0009741233460182452,184.5703125,unknown
46 - Kum - Düşmanlarıma.mp3,12.20888888888889,0.26547167,0.08999611,0.07220202,0.0013533725,970.9438067736472,566392.010871463,945.6175491742221,363276.6797182366,1807.335775977305,2317631.982570736,0.05292838789211027,0.00160207583254905,117.45383522727273,unknown
46 - Kum - Düşmanlarıma.mp3,12.20888888888889,0.38728544,0.08972169,0.15090235,0.007360469,1571.3147531976385,928150.8660498229,1978.3709364400029,911052.7800730891,3337.687422023527,6250489.008026723,0.06352669023288973,0.0021586873487255713,117.45383522727273,unknown
46 - Kum - Düşmanlarıma.mp3,12.20888888888889,0.45216596,0.074886166,0.19019698,0.0032627007,1786.94066590419,701997.0797005846,2470.3519896460703,403124.64881366544,3961.5567167448908,6039640.229552468,0.05725515387357415,0.001152775965943491,117.45383522727273,unknown
46 - Kum - Düşmanlarıma.mp3,12.20888888888889,0.45361096,0.07472122,0.18285693,0.0025047192,1837.1978494379348,843599.4327554401,2470.2549873787348,430630.16785066604,4005.6670330323195,6754623.583709573,0.0622187277210076,0.001369467460689846,117.45383522727273,unknown
46 - Kum - Düşmanlarıma.mp3,12.20888888888889,0.34101558,0.08502638,0.120204896,0.0019239523,1851.4020749614658,802415.6619418288,2277.8613183517514,409459.2599671739,3709.9539289003087,5260580.123560569,0.07294977572480989,0.0014142547539049179,117.45383522727273,unknown
46 - Kum - Düşmanlarıma.mp3,12.20888888888889,0.4020625,0.08170088,0.16047746,0.0035365017,2130.518253057616,1016882.8597874342,2538.2521879751584,350163.51809957385,4560.1674823253325,5510347.905767125,0.07662859434410646,0.0020172740127112785,117.45383522727273,unknown
46 - Kum - Düşmanlarıma.mp3,12.20888888888889,0.4298501,0.0807138,0.18887393,0.002513947,1946.0627538549772,811609.9930180819,2540.5564977906984,362054.41506744496,4308.7284450748575,5460323.021642321,0.05992491979562738,0.001120048139460988,117.45383522727273,unknown
46 - Kum - Düşmanlarıma.mp3,12.20888888888889,0.4723125,0.07461843,0.19720082,0.0042346483,1836.3463681779192,860838.9024698419,2514.4055506440905,453945.9828130265,4037.7826183014495,6897082.662372148,0.062157460491920155,0.0020379068909413323,117.45383522727273,unknown
46 - Kum - Düşmanlarıma.mp3,12.20888888888889,0.4428216,0.07787542,0.18457197,0.0031331447,1768.88486146601,706402.0784828371,2418.926254314467,369572.6441741801,3860.2769742900427,5715508.660521572,0.05655243732176806,0.001131031378233534,117.45383522727273,unknown
